id,RFII-Score,Dossierstruktur,Dossier.Art,Produkt.letzte.Dossierversion,Personenhaushalt..Unterstützungseinheit.,Personen.im.Haushalt.gesamt,Personenkategorie,Zivilstand,Nationalität.Kategorien,in.CH.seit.Geb.,Alterskategorien,Erwerbssituation,Beschäftigungsgrad,Grund.Teilzeit,höchste.abgeschlossene.Ausbildung,Erlernter.Beruf.Kategorie,letzte.berufliche.Tätigkeit.Kategorie
id04750,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Schweiz,TRUE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Verkaufskräfte,Verkaufskräfte
id03348,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,56-65,"Angestellt, regelmässig",Mehrere Teilzeitstellen,NA,Berufslehre/-schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte",NA
id04239,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Schweiz,TRUE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id04836,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,FALSE,46-55,vorübergehend arbeitsunfähig,NA,NA,nicht feststellbar,kein | keine,kein | keine
id02452,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Universität/Hochschule/Fachhochschule,"Intellektuelle und wissenschaftliche Berufe, onA","Intellektuelle und wissenschaftliche Berufe, onA"
id03476,0.919834711,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,26-35,NA,NA,NA,NA,NA,NA
id02795,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id03829,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,Berufslehre/-schule,Verkaufskräfte,Verkaufskräfte
id00652,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id04944,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Schweiz,FALSE,46-55,Arbeitsintegrationsprogramm,NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id03069,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,FALSE,46-55,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id00656,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Schweiz,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id00154,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,Schweiz,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,"Maturität, Berufsmatura, Diplommittelschule",Allgemeine Büro- und Sekretariatskräfte,Bürokräfte mit Kundenkontakt
id02387,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,FALSE,46-55,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,kein | keine,Hilfsarbeiter in der Land- und Forstwirtschaft und Fischerei
id03143,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Schweiz,TRUE,36-45,Angestellt in der eigenen Firma,Eine Teilzeitstelle (50-89%),NA,höhere Fach- und Berufsausbildung,kein | keine,Spezialisten in Gesundheitsberufen
id02462,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Schweiz,FALSE,46-55,Selbstständig,Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,nicht feststellbar,Allgemeine Büro- und Sekretariatskräfte,Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id04705,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,Schweiz,FALSE,26-35,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),"Haushalt, familiäre Gründe",Berufslehre/-schule,Assistenzberufe im Gesundheitswesen,Assistenzberufe im Gesundheitswesen
id04241,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,Schweiz,TRUE,26-35,"Haushalt, familiäre Gründe",NA,NA,obligatorische Schule,Verkaufskräfte,Berufe im Bereich personenbezogener Dienstleistungen
id03498,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Schweiz,TRUE,46-55,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,obligatorische Schule,"Juristische, soziale, kulturelle und verwandte Fachkräfte","Juristische, soziale, kulturelle und verwandte Fachkräfte"
id04740,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Informations- und Kommunikationstechniker,Fahrzeugführer und Bediener mobiler Anlagen
id01712,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,36-45,NA,NA,NA,Berufslehre/-schule,Allgemeine Büro- und Sekretariatskräfte,NA
id02042,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Anlehre,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id02814,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verwitwet,Schweiz,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe","Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe"
id03347,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,18-25,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Anlehre,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id00471,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Schweiz,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id01186,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id01758,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,Dauerinvalidität,NA,NA,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id00160,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,18-25,Dauerinvalidität,NA,NA,obligatorische Schule,kein | keine,kein | keine
id04088,0.982905983,Sozialhilfe,Kopfquote,Rückerstattung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Schweiz,TRUE,46-55,Arbeit auf Abruf,Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id00535,0.919834711,Sozialhilfe,Kopfquote,Rückerstattung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Schweiz,FALSE,56-65,NA,NA,NA,NA,NA,NA
id04555,0.982905983,Sozialhilfe,Kopfquote,Rückerstattung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,ledig,Schweiz,TRUE,26-35,in der Lehre,Vollzeit(90+),NA,Berufslehre/-schule,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id00351,0.982905983,Sozialhilfe,Kopfquote,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Schweiz,TRUE,26-35,Arbeit auf Abruf,Vollzeit- und Teilzeitstelle,NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id02301,0.954070981,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,geschieden,Schweiz,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,höhere Fach- und Berufsausbildung,"Juristische, soziale, kulturelle und verwandte Fachkräfte",Führungskräfte in der Produktion und bei spezialisierten Dienstleistungen
id00172,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Schweiz,FALSE,36-45,"Angestellt, regelmässig",Vollzeit(90+),NA,Berufslehre/-schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte"
id04871,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Schweiz,FALSE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Universität/Hochschule/Fachhochschule,Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte,Berufe im Bereich personenbezogener Dienstleistungen
id03390,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Schweiz,FALSE,56-65,Rentner/in,NA,NA,Universität/Hochschule/Fachhochschule,"Juristen, Sozialwissenschaftler und Kulturberufe","Geschäftsführer, Vorstände, leitende Verwaltungsbedienstete und Angehörige gesetzgebender Körperschaften"
id01967,0.954070981,Sozialhilfe,Ausländer/innen,Rückerstattung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Restliches Europa,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id00302,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Restliches Europa,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,Universität/Hochschule/Fachhochschule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe","Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe"
id00435,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Restliches Europa,TRUE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id01917,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Restliches Europa,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,nicht feststellbar,kein | keine,kein | keine
id04302,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Restliches Europa,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,kein | keine
id04484,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,verheiratet,Restliches Europa,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Verkaufskräfte
id02254,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Restliches Europa,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Fahrzeugführer und Bediener mobiler Anlagen
id02560,0.919834711,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,26-35,NA,NA,NA,NA,kein | keine,kein | keine
id02385,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,36-45,Arbeitsintegrationsprogramm,NA,NA,nicht feststellbar,kein | keine,kein | keine
id02540,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Afrika,FALSE,26-35,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),"Haushalt, familiäre Gründe",Berufslehre/-schule,Allgemeine Büro- und Sekretariatskräfte,"Juristen, Sozialwissenschaftler und Kulturberufe"
id02947,1,Sozialhilfe,Ausländer/innen,Rückerstattung,1,Einzelhaushalt,Alleinstehend,verheiratet,Afrika,FALSE,26-35,Arbeit auf Abruf,NA,NA,nicht feststellbar,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen","Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id04578,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Afrika,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id01170,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Rückerstattung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id01709,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,EU / EFTA,FALSE,36-45,"Haushalt, familiäre Gründe",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id01943,0.954070981,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,verheiratet,Asien,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id03719,0.954070981,Sozialhilfe,Kopfquote,Sozialhilfeleistung,3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Asien,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,höhere Fach- und Berufsausbildung,Elektriker und Elektroniker,Elektriker und Elektroniker
id00277,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Asien,FALSE,46-55,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,obligatorische Schule,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id04489,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Asien,FALSE,26-35,in der Lehre,Vollzeit(90+),NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id01289,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Afrika,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,Reinigungspersonal und Hilfskräfte
id04933,1,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Afrika,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id03735,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Restliches Europa,FALSE,56-65,Dauerinvalidität,NA,NA,Schulbesuch weniger als 7 Jahre,kein | keine,Bediener stationärer Anlagen und Maschinen
id00971,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,geschieden,Restliches Europa,FALSE,56-65,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id04400,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Restliches Europa,FALSE,36-45,"Angestellt, regelmässig",Vollzeit(90+),NA,Berufslehre/-schule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe","Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe"
id03458,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,nicht feststellbar,kein | keine,kein | keine
id04820,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,verheiratet,Afrika,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Universität/Hochschule/Fachhochschule,"Juristen, Sozialwissenschaftler und Kulturberufe","Juristische, soziale, kulturelle und verwandte Fachkräfte"
id01899,0.919834711,Sozialhilfe,Flüchtling ab 5 J.,Rückerstattung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,26-35,NA,NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id02989,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,26-35,zeitlich befristeter Vertrag,Vollzeit(90+),NA,obligatorische Schule,kein | keine,Betreuungsberufe
id02901,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Asien,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id04014,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Asien,FALSE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Führungskräfte in Hotels und Restaurants, im Handel und in der Erbringung sonstiger Dienstleistungen"
id04346,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Afrika,FALSE,26-35,in Ausbildung (ohne Lehrlinge),Eine Teilzeitstelle (50-89%),in Ausbildung,Berufslehre/-schule,Bediener stationärer Anlagen und Maschinen,Bediener stationärer Anlagen und Maschinen
id04405,0.954070981,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,verheiratet,Asien,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Universität/Hochschule/Fachhochschule,Spezialisten in der Informations- und Kommunikationstechnologie,Spezialisten in der Informations- und Kommunikationstechnologie
id03713,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Restliches Europa,FALSE,46-55,Dauerinvalidität,NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id04782,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Restliches Europa,FALSE,56-65,keine Chance auf dem Arbeitsmarkt,NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id02171,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Restliches Europa,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Verkaufskräfte,Verkaufskräfte
id02956,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Restliches Europa,FALSE,26-35,Arbeitsintegrationsprogramm,Eine Teilzeitstelle (50-89%),Krankheit,obligatorische Schule,kein | keine,NA
id01995,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Restliches Europa,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id00013,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Südamerika,FALSE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id02634,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,EU / EFTA,FALSE,46-55,vorübergehend arbeitsunfähig,NA,NA,höhere Fach- und Berufsausbildung,"Juristen, Sozialwissenschaftler und Kulturberufe",Verkaufskräfte
id04003,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id03020,0.919834711,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Person mit Kind / Kinder,verheiratet,Südamerika,FALSE,36-45,NA,NA,NA,NA,NA,NA
id00039,0.919834711,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Asien,FALSE,26-35,NA,NA,NA,NA,NA,NA
